Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
4051	Dichtring, Düsenhalter	Seal Ring, nozzle holder	Gemischaufbereitung	Mixture Formation	Dichtring	Seal Ring	Düsenhalter	Injector Holder	Dichtungen Motor	0	0	0	Tec Doc
4316	Dichtring, Düsenschacht	Seal Ring, injector shaft	Zylinderkopf	Cylinder Head	Dichtring	Seal Ring	Düsenschacht	Injector Shaft	Dichtungen Motor	0	0	0	Tec Doc
3891	Dichtring, Einspritzventil	Seal Ring, injector	Gemischaufbereitung	Mixture Formation	Dichtring	Seal Ring	Einspritzventil	Injector	Dichtungen Motor	0	0	0	Tec Doc
60140	Dichtring, Einspritzventil (Harnstoffeinspritzung)	Sealing ring, injection valve (urea injection)	Abgasanlage	Exhaust System	Dichtring	Seal Ring	Einspritzventil (Harnstoffeinspritzung)	Injection valve (urea injection)	Dichtungen Motor	0	NULL	NULL	DVSE
4019	Dichtring, Fahrerhausstabilisator	Seal Ring, driver cab stabiliser	Fahrerhaus	Driver Cab	Dichtring	Seal Ring	Fahrerhausstabilisator	Driver Cab Stabiliser	Fahrerhaus sonstiges	0	0	0	Tec Doc
3689	Dichtring, Federbuchse (Federauge)	Seal Ring, spring bush (spring eye)	Federung/Dämpfung	Suspension/Damping	Dichtring	Seal Ring	Federbuchse (Federauge)	Spring Bush (spring eye)	Federung sonstiges	0	0	0	Tec Doc
3044	Dichtring, Federsattel	Seal Ring, spring link	Federung/Dämpfung	Suspension/Damping	Dichtring	Seal Ring	Federsattel	Spring Link	Federung sonstiges	0	0	0	Tec Doc
4076	Dichtring, Hubschwinge-Liftachse	Seal Ring, lift arm lift axle	Radaufhängung	Wheel Suspension	Dichtring	Seal Ring	Hubschwinge-Liftachse	Lift Arm Lift Axle	Fahrwerk sonstiges	0	0	0	Tec Doc
2752	Dichtring, Hydraulikfilter	Seal Ring, hydraulic filter	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Hydraulikfilter	Hydraulic Filter	Filter Einzelteile	0	0	0	Tec Doc
4317	Dichtring, Kerzenschacht	Seal Ring, spark plug shaft	Zylinderkopf	Cylinder Head	Dichtring	Seal Ring	Kerzenschacht	Spark Plug Shaft	Dichtungen Motor	0	0	0	Tec Doc
8276	Dichtring, Klimaanlagenleitung	Seal Ring, air conditioning system line	Klimaanlage	Air Conditioning	Dichtring	Seal Ring	Klimaanlagenleitung	Air Conditioning System Line	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
60125	Dichtring, Klopfsensor	Seal Ring, detonation sensor	Gemischaufbereitung	Mixture Formation	Dichtring	Seal Ring	Klopfsensor	Knock Sensor	Dichtungen Motor	0	NULL	NULL	DVSE
1679	Dichtring, Kompressor	Seal Ring, compressor	Druckluftanlage	Compressed-air System	Dichtring	Seal Ring	Kompressor	Compressor	Druckluftanlage sonstiges	0	0	0	Tec Doc
551	Dichtring, Kühlerverschlussschraube	Seal Ring, radiator cap bolt	Kühlung	Cooling System	Dichtring	Seal Ring	Kühlerablassschraube	Radiator Drain Screw	Kühlkreislauf sonstiges	0	0	0	Tec Doc
3988	Dichtring, Kühlmittelrohrleitung	Seal Ring, coolant tube	Kühlung	Cooling System	Dichtring	Seal Ring	Kühlmittelleitung	Coolant Pipe	Kühlkreislauf sonstiges	0	0	0	Tec Doc
3980	Dichtring, Ladeluftschlauch	Seal Ring, turbo air hose	Luftversorgung	Air Supply	Dichtring	Seal Ring	Ladeluftschlauch	Charger Air Hose	Ladeluftkühlung	0	0	0	Tec Doc
3743	Dichtring, Lader	Seal Ring, charger	Luftversorgung	Air Supply	Dichtring	Seal Ring	Lader	Charger	Dichtungen Motor	0	0	0	Tec Doc
1747	Dichtring, Lufttrockner	Seal Ring, dryer	Druckluftanlage	Compressed-air System	Dichtring	Seal Ring	Lufttrockner	Air Dryer	Druckluftanlage sonstiges	0	0	0	Tec Doc
4176	Dichtring, Motorölstandsensor	Seal Ring, engine oil level sensor	Schmierung	Lubrication	Dichtring	Seal Ring	Motorölstandsensor	Engine Oil Level Sensor	Dichtungen Motor	0	0	0	Tec Doc
135	Dichtring, Ölablassschraube	Seal Ring, oil drain plug	Schmierung	Lubrication	Dichtring	Seal Ring	Ölablassschraube	Oil Drain Plug	Dichtungen Motor	0	0	0	Tec Doc
3730	Dichtring, Ölauslass (Lader)	Seal Ring, oil outlet (charger)	Luftversorgung	Air Supply	Dichtring	Seal Ring	Ölauslass (Lader)	Oil Outlet (charger)	Dichtungen Motor	0	0	0	Tec Doc
3305	Dichtring, Ölkühler	Seal Ring, oil cooler	Schmierung	Lubrication	Dichtring	Seal Ring	Ölkühler	Oil Cooler	Dichtungen Motor	0	0	0	Tec Doc
9057	Dichtring, Ölpumpe-Automatikgetriebe	Seal Ring, automatic transmission oil pump	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Ölpumpe-Automatikgetriebe	Automatic Transmission Oil Pump	Dichtungen Motor	0	0	0	Tec Doc
3560	Dichtring, Ölsieb	Seal Ring, oil screen	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Ölsieb	Oil Strainer	Dichtungen Motor	0	0	0	Tec Doc
1745	Dichtring, Radnabe	Seal Ring, wheel hub	Radaufhängung	Wheel Suspension	Dichtung	Seal	Radnabe	Wheel Hub	Fahrwerk sonstiges	0	0	0	Tec Doc
3013	Dichtring, Radnabe-Planetengetriebe	Seal Ring, wheel hub planetary gear	Radantrieb	Final Drive	Dichtring	Seal Ring	Radnabe-Planetengetriebe	Wheel Hub Planetary Gear	Fahrwerk sonstiges	0	0	0	Tec Doc
3685	Dichtring, Schaltgestänge	Seal Ring, gearshift linkage	Schaltgetriebe	Manual Transmission	Dichtring	Seal Ring	Schaltgestänge	Gearshift Linkage	Schaltgetriebe sonstiges	0	0	0	Tec Doc
8296	Dichtring, Servokolben	Seal Ring, servo piston	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Servokolben (Automatikgetriebe)	Servo Piston (automatic transmission)	Automatikgetriebe sonstiges	0	0	0	Tec Doc
5027	Dichtring, Steuerkettenspanner	Seal Ring, timing chain tensioner	Motorsteuerung	Engine Timing	Dichtring	Seal Ring	Steuerkettenspanner	Timing Chain Tensioner	Dichtungen Motor	0	0	0	Tec Doc
2133	Dichtring, Thermoschalter	Seal Ring, thermal switch	Kühlung	Cooling System	Dichtring	Seal Ring	Thermoschalter	Thermal Switch	elektrische Bauteile sonstiges	0	0	0	Tec Doc
322	Dichtring, Ventilschaft	Seal Ring, valve stem	Zylinderkopf	Cylinder Head	Dichtring	Seal Ring	Ventilschaft	Valve Stem	Dichtungen Motor	0	0	0	Tec Doc
7742	Dichtring, Ventilschaft	Seal Ring, valve stem	Zylinderkopf, Universal	Cylinder Head, universal	Dichtring	Seal Ring	Ventilschaft	Valve Stem	Dichtungen Motor	1	0	0	Tec Doc
1922	Dichtring, Vergaser	Seal Ring, carburettor	Vergaser	Carburettor	Dichtring	Seal Ring	NULL	NULL	Vergaser	0	0	0	Tec Doc
4014	Dichtring, Verschlussdeckel-Ausgleichsbehälter	Seal Ring, expansion tank cap	Lenkung	Steering	Dichtring	Seal Ring	Verschlussdeckel-Ausgleichsbehälter	Expansion Tank Sealing Cap	Lenkungsteile sonstiges	0	0	0	Tec Doc
4003	Dichtring, Verschlussstopfen-Servopumpe	Seal Ring, power steering pump blanking plug	Lenkung	Steering	Dichtring	Seal Ring	Verschlussstopfen-Servopumpe	Sealing Plug Servo Pump	Lenkungsteile sonstiges	0	0	0	Tec Doc
2906	Dichtring, Vorkammer	Seal Ring, pre-chamber	Zylinderkopf	Cylinder Head	Dichtring	Seal Ring	Vorkammer	Pre-chamber	Dichtungen Motor	0	0	0	Tec Doc
5879	Dichtring, Wellrohr	Seal Ring, corrugated pipe	Elektrische Universalteile	Electric Universal Parts	Dichtring	Seal Ring	Wellrohr	Corrugated Pipe	Installationsmaterial	1	0	0	Tec Doc
4949	Dichtring, Zylinderlaufbuchse	Seal Ring, cylinder liner	Kurbelgehäuse	Crankcase	Dichtring	Seal Ring	Zylinderlaufbuchse	Cylinder Sleeve	Dichtungen Motor	0	0	0	Tec Doc
2053	Dichtring-/Federnsatz	Seal Ring / Spring Set	Normteile	Standard Parts	Dichtring-/Federnsatz	Seal Ring-/Spring Set	NULL	NULL	DIN / Normteile sonstiges	1	0	0	Tec Doc
2051	Dichtringsatz	Seal Ring Kit	Normteile	Standard Parts	Dichtringsatz	Seal Set	NULL	NULL	DIN / Normteile sonstiges	1	0	0	Tec Doc
4948	Dichtringsatz, Einspritzventil	Seal Ring Set, injector	Gemischaufbereitung	Mixture Formation	Dichtringsatz	Seal Set	Einspritzventil	Injector	Dichtungen Motor	0	0	0	Tec Doc
3661	Dichtringsatz, Füll-/Entlüftungsgerät (Bremshydraulik)	Seal Kit, fill-/bleed tool (brake hydraulics)	Werkstattgeräte	Workshop Devices	Dichtringsatz	Seal Set	Füll-/Entlüftungsgerät (Bremshydraulik)	Filler/Bleeder Unit, (brake hydraulics)	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
4280	Dichtringsatz, Klimaanlage	Seal Kit, Air Conditioning	Klimaanlage, Universal	Air Conditioning, universal	Dichtringsatz	Seal Set	Klimaanlage	Air Conditioning	Einzel- und Kleinteile Heizung & Klima	1	0	0	Tec Doc
20808	Dichtringsatz, Klimaanlage	Gasket Ring Set, Air Con	NULL	NULL	Dichtringsatz, Klimaanlage	Dichtringsatz, Klimaanlage	NULL	NULL	Einzel- und Kleinteile Heizung & Klima	0	0	0	DVSE
3974	Dichtringsatz, Magnetventil	Seal Kit, solenoid valve	Automatikgetriebe	Automatic Transmission	Dichtringsatz	Seal Set	Magnetventil	Solenoid Valve	Automatikgetriebe sonstiges	0	0	0	Tec Doc
