Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
4819	Heckscheibenrahmensatz	Rear Windscreen Frame Set	Karosserie	Body	Rahmensatz	Frame Set	Heckscheibenrahmen	Rear Windscreen Frame	Scheibenzubehör	0	0	0	Tec Doc
5406	Hecktieferlegung	Tail Lowering	Zweiradrahmen	Motorcycle Frames	Hecktieferlegung	Tail Lowering	Zweirad	Motorcycle	Tieferlegungsfedern	0	0	0	Tec Doc
394	Heckträger	Rear Rack	Transportvorrichtung	Carriers	Träger	Rack	Heckträger	Rear Rack	Lastenträger	0	0	0	Tec Doc
390	Hecktür	Hatch Door	Karosserie	Body	Tür	Door	Hecktür	Hatch Door	Tür	0	0	0	Tec Doc
60081	Hecktürschloss	Rear Door Lock	Schließanlage	Lock System	Schloss	Lock	Hecktür	Hatch Door	Schliesssystem	0	NULL	NULL	DVSE
389	Heckwand	Rear Panel	Karosserie	Body	Heckwand	Rear Panel	NULL	NULL	Heckblech	0	0	0	Tec Doc
3414	Heißklebepistole	Hot Gun	Verarbeitungsgeräte	Machining Equipment	Heißklebepistole	Hot Gun	NULL	NULL	Werkzeugverbrauchsmaterial	1	0	0	Tec Doc
11526	Heißklebepistole (elektrisch)	Glow gun (Corded)	Netzmaschinen	Netzmaschinen	Heißklebepistole	Heißklebepistole	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
8378	Heißklebepistole (Netzgebunden)	Hot Glue Gun (mains)	Werkzeug, Universal	Tool, universal	Heißklebepistole (Netzgebunden)	Hot Glue Gun (mains)	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
3415	Heißluftföhn	Hot Air Dryer	Werkstattgeräte	Workshop Devices	Heißluftföhn	Hot Air Dryer	NULL	NULL	Zubehör sonstiges	1	0	0	Tec Doc
5555	Heißluftgebläse	Hot Air Blower	Werkzeug, Universal	Tool, universal	Heißluftgebläse	Hot Air Blower	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
3795	Heizelement, Motorvorwärmsystem	Heating Element, engine preheater system	Komfortsysteme	Comfort Systems	Heizelement	Heating Element	Motorvorwärmsystem	Engine Preheating System	elektrische Bauteile sonstiges	0	0	0	Tec Doc
3915	Heizflansch, Ansaugluftvorwärmung	Heater Flange, intake-air preheater	Gemischaufbereitung	Mixture Formation	Flansch	Flange	Ansaugluftvorwärmung	Intake-Air Preheating	Gemischaufbereitung sonstiges	0	0	0	Tec Doc
2958	Heizfolie, Außenspiegel	Heat Foil, outside mirror	Fahrerhaus	Driver Cab	Folie	Foil	beheizbarer Außenspiegel	Heatable Outside Mirror	Fahrerhaus sonstiges	0	0	0	Tec Doc
2959	Heizfolie, Außenspiegel	Heat Foil, outside mirror	Fahrerhaus, Universal	Driver Cab, universal	Folie	Foil	beheizbarer Außenspiegel	Heatable Outside Mirror	Fahrerhaus sonstiges	1	0	0	Tec Doc
372	Heizklappenkasten	Heater Flap Box	Heizung/Lüftung	Heating/Ventilation	Kasten	Van	Heizklappen	Heater Flaps	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
1239	Heizklappenzug	Cable, heater flap	Heizung/Lüftung	Heating/Ventilation	Seilzug	Cable	Heizklappen	Heater Flaps	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
3801	Heizlüfter	Heater Fan	Zubehör, Universal	Accessories, universal	Lüfter	Fan	Heizlüfter	Heater Fan	Zubehör sonstiges	1	0	0	Tec Doc
9217	Heizungsschlauch	Heater hose	Heizung/Lüftung	Heating/Ventilation	Schlauchleitung	Hose Line	Heizungskühler	Heater Cooler	Leitungen	0	0	0	Tec Doc
6774	Hemd	Shirt	Schutzkleidung/-ausrüstung	Protective Clothing/Equipment	Hemd	Shirt	NULL	NULL	Arbeitsschutz, Bekleidung	1	0	0	Tec Doc
1716	Hemmschuh	Tyre Chocks	Zubehör, Universal	Accessories, universal	Hemmschuh	Wheel Chock	NULL	NULL	Innenausstattung	1	0	0	Tec Doc
5605	Henkellocheisen	Hollow Punch	Werkzeug, Universal	Tool, universal	Henkellocheisen	Hollow Punch	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
6762	Henkellocheisen-Satz	Hollow Punch Set	Werkzeug, Universal	Tool, universal	Henkellocheisen-Satz	Hollow Punch Set	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
651	Herzbolzen	Central Bolt	Federung/Dämpfung	Suspension/Damping	Bolzen	Bolt	Blattfeder	Leaf Spring	Federung sonstiges	0	0	0	Tec Doc
2980	Hilfsrahmen/Aggregateträger	Support Frame/Engine Carrier	Karosserie	Body	Rahmen	Frame	Aufnahme Aggregate	Engine Support	Frontmaske	0	0	0	Tec Doc
5634	Hilfsrahmen/Aggregateträger	Support Frame/Engine Carrier	Fahrerhaus	Driver Cab	Rahmen	Frame	Aufnahme Aggregate	Engine Support	Fahrerhaus sonstiges	0	0	0	Tec Doc
6825	Hinweisschild	Sign	Normteile	Standard Parts	Hinweisschild	Sign	NULL	NULL	DIN / Normteile sonstiges	1	0	0	Tec Doc
8885	Hitzeschutzband	Heat-Protection Tape	Abgasanlage, Universal	Exhaust System, universal	Hitzeschutzband	Heat-Protection Tape	NULL	NULL	Abgasanlage sontiges	1	0	0	Tec Doc
3449	Hitzeschutzblech	Heat Shield	NULL	NULL	Hitzeschutzblech	Heat Shield	NULL	NULL	Karosserie Blech sonstiges	0	0	0	Tec Doc
7885	Hitzeschutzblech	Heat Shield	Abgasanlage, Universal	Exhaust System, universal	Hitzeschutzblech	Heat Shield	Hitzeschutz	Heat Shield	Abgasanlage sontiges	1	0	0	Tec Doc
1392	Hitzeschutzblech	Heat Shield	Abgasanlage	Exhaust System	Hitzeschutzblech	Heat Shield	Hitzeschutz	Heat Shield	Abgasanlage sontiges	0	0	0	Tec Doc
4941	Hitzeschutzblech, Zündspule	Heat Shield, ignition coil	Zündanlage	Ignition System	Hitzeschutzblech	Heat Shield	Zündspule	Ignition Coil	Zünd-/Glühanlage sonstiges	0	0	0	Tec Doc
8886	Hitzeschutzschlauch	Heat-Protection Tubing	Abgasanlage, Universal	Exhaust System, universal	Hitzeschutzschlauch	Heat-Protection Tubing	NULL	NULL	Abgasanlage sontiges	1	0	0	Tec Doc
2096	Hochdruck-/Niederdruckleitung, Klimaanlage	High-/Low Pressure Line, air conditioning	Klimaanlage	Air Conditioning	Schlauchleitung	Hose Line	Hochdruck/Niederdruck	High Pressure/ Low Pressure	Leitungen	0	0	0	Tec Doc
2837	Hochdruck-/Niederdruckleitung, Klimaanlage	High-/Low Pressure Line, air conditioning	Klimaanlage, Universal	Air Conditioning, universal	Schlauchleitung	Hose Line	Hochdruck/Niederdruck	High Pressure/ Low Pressure	Leitungen	1	0	0	Tec Doc
5958	Hochdruckfett	High Pressure Grease	Chemische Produkte	Chemical Products	Hochdruckfett	High Pressure Grease	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
3916	Hochdruckleitung, Einspritzanlage	High Pressure Pipe, injection system	Gemischaufbereitung	Mixture Formation	Rohrleitung	Pipe	NULL	NULL	Einspritzanlage	0	0	0	Tec Doc
2094	Hochdruckleitung, Klimaanlage	High Pressure Line, air conditioning	Klimaanlage	Air Conditioning	Schlauchleitung	Hose Line	Hochdruck	High Pressure	Leitungen	0	0	0	Tec Doc
5393	Hochdruckleitung, Klimaanlage	High Pressure Line, air conditioning	Werkstattausrüstung	Workshop Equipment	Schlauchleitung	Hose Line	KFZ-Klimaanlage (Hochdruckleitung)	Vehicle Air Conditioning (high pressure line)	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
3917	Hochdruckleitungssatz, Einspritzanlage	High Pressure Pipe Set, injection system	Gemischaufbereitung	Mixture Formation	Rohrleitungssatz	Pipe Set	NULL	NULL	Einspritzanlage	0	0	0	Tec Doc
3918	Hochdruckpumpe	High Pressure Pump	Gemischaufbereitung	Mixture Formation	Pumpe	Pump	Hochdruckpumpe	High Pressure Pump	Gemischaufbereitung sonstiges	0	0	0	Tec Doc
4707	Hochdruckreiniger	High Pressure Cleaner	Werkstattgeräte	Workshop Devices	Hochdruckreiniger	High Pressure Cleaner	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
550	Hochdruckschalter, Klimaanlage	High-pressure Switch, air conditioning	Klimaanlage	Air Conditioning	Schalter	Switch	Hochdruck	High Pressure	Klima-Druckschalter	0	0	0	Tec Doc
3371	Hochleistungs-Bremsbelagsatz	High Performance Brake Pad Set	Bremsanlage	Braking System	Bremsbelagsatz (Hochleistungsbremse)	Brake Pad Set (high performance brakes)	Hochleistungsbremse	High Performance Brakes	Scheibenbremsbeläge	0	0	0	Tec Doc
3372	Hochleistungs-Bremssattel	High Performance Brake Caliper	Bremsanlage	Braking System	Bremssattel (Hochleistungsbremse)	Brake Caliper (high performance brakes)	Hochleistungsbremse	High Performance Brakes	Bremssattel	0	0	0	Tec Doc
3369	Hochleistungs-Bremsscheibe	High Performance Brake Disc	Bremsanlage	Braking System	Bremsscheibe (Hochleistungsbremse)	Brake Disc (high performance brakes)	Hochleistungsbremse	High Performance Brakes	Bremsscheiben	0	0	0	Tec Doc
3374	Hochleistungs-Bremsschlauch	High Performance Brake Hose	Bremsanlage	Braking System	Schlauchleitung (Hochleistungsbremse)	Hose (high performance brakes)	Bremshydraulik-Hochleistungsbremse	Brake Hydraulics, high performance brakes	Bremsschläuche	0	0	0	Tec Doc
1812	Hochtemperaturschmierstoff	High Temperature Lubricant	Chemische Produkte	Chemical Products	Schmierstoff	Lubricant	Hochtemperaturschmierstoff	High Temperature Lubricant	Fahrzeugchemie sonstiges	1	1	1	Tec Doc
6989	Höhenreißer	Vernier Height Gauge	Werkzeug, Universal	Tool, universal	Höhenreißer	Vernier Height Gauge	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
4082	Hohlrad, Außenplanetengetriebe	Ring Gear, outer planetary gear	Radantrieb	Final Drive	Hohlrad	Ring Gear	Außenplanetengetriebe	Planetary Gearbox	Antrieb sonstiges	0	0	0	Tec Doc
4997	Hohlrad, Planetengetriebe (Starter)	Ring Gear, planetary gear (starter)	Startanlage	Starter System	Hohlrad	Ring Gear	Planetengetriebe-Starter	Planetary Gear, Starter	Anlasser Einzelteile	0	0	0	Tec Doc
4092	Hohlrad, Schaltgetriebe	Ring Gear, manual transmission	Schaltgetriebe	Manual Transmission	Hohlrad	Ring Gear	NULL	NULL	Schaltgetriebe sonstiges	0	0	0	Tec Doc
1853	Hohlraumkonservierung	Body Cavity Protection	Chemische Produkte	Chemical Products	Konservierungsmittel	Preservative	Hohlraum	Body Cavity	Karrosserieschutz	1	1	1	Tec Doc
2313	Hohlschraube	Hollow Screw	Normteile	Standard Parts	Schraube	Screw	Hohlschraube	Hollow Screw	DIN / Normteile sonstiges	1	0	0	Tec Doc
5310	Hohlschraube, Bremsleitung	Hollow Screw, brake line	Bremsanlage	Braking System	Schraube	Screw	Bremsleitung	Brake Lines	Bremshydraulik	0	0	0	Tec Doc
3740	Hohlschraube, Lader	Hollow Screw, charger	Luftversorgung	Air Supply	Schraube	Screw	Hohlschraube (Lader)	Hollow Screw (charger)	DIN / Normteile sonstiges	0	0	0	Tec Doc
5648	Hohlschraube, Öleinfüllstutzen	Hollow Screw, oil filler neck	Zylinderkopf	Cylinder Head	Schraube	Screw	Öleinfüllstutzen	Oil Filler Pipe	Zylinderkopf Einzelteile	0	0	0	Tec Doc
8757	Hohlwelle, Federbock	Hollow Shaft, spring bracket	Federung/Dämpfung	Suspension/Damping	Welle	Shaft	Federbock	Spring Bracket	Federung sonstiges	0	0	0	Tec Doc
5549	Holzhammer	Wooden Hammer	Werkzeug, Universal	Tool, universal	Hammer	Hammer	Holzhammer	Wooden Hammer	Handwerkzeuge	1	0	0	Tec Doc
5612	Holzspiralbohrer	Wood Twist Drill	Werkzeug, Universal	Tool, universal	Bohrer	Drill Bit	Spiralbohrer	Twist Drill	Handwerkzeuge	1	0	0	Tec Doc
4331	Honbürste, Bremssattelreinigung	Hone Brush, brake saddle cleaning	Werkzeug, Universal	Tool, universal	Honbürste	Hone Brush	NULL	NULL	Werkzeuge sonstiges	1	0	0	Tec Doc
10785	Hongerät	Cylinder honing tool	Werkzeuge Zylinderkopf	Werkzeuge Zylinderkopf	Hongerät	Hongerät	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10786	Honsteine-Satz	Clyinder hone set	Werkzeuge Zylinderkopf	Werkzeuge Zylinderkopf	Honsteine-Satz	Honsteine-Satz	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
5805	Honstein-Satz	Honing Stone Set	Werkzeug, Universal	Tool, universal	Honstein-Satz	Honing Stone Set	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
5803	Honwerkzeug	Honing Tool	Werkzeug, Universal	Tool, universal	Hohnwerkzeug	Honing Tool	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
2516	Horn	Air Horn	Signalanlage, Universal	Signal System, universal	Horn	Air Horn	NULL	NULL	Sicherheitselektronik sonstiges	1	0	0	Tec Doc
297	Horn	Air Horn	Signalanlage	Signal System	Horn	Air Horn	NULL	NULL	Sicherheitselektronik sonstiges	0	0	0	Tec Doc
3497	Hubmagnet	Solenoid	NULL	NULL	Hubmagnet	Solenoid	NULL	NULL	Werkstattbedarf sonstiges	0	0	0	Tec Doc
4016	Hubschwingenrolle, Liftachse	Lift Arm Bearing, lift axle	Radaufhängung	Wheel Suspension	Rolle	Pulley	Liftachse	Lift Axle	Fahrwerk sonstiges	0	0	0	Tec Doc
2127	Hülse	Sleeve	Elektrische Universalteile	Electric Universal Parts	Hülse	Sleeve	NULL	NULL	Installationsmaterial	1	0	0	Tec Doc
1460	Hülse	Sleeve	NULL	NULL	Hülse	Sleeve	NULL	NULL	Ventiltrieb	0	0	0	Tec Doc
3993	Hülse, Antriebsvorrichtung-Einspritzpumpe	Sleeve, injector pump drive unit	Gemischaufbereitung	Mixture Formation	Hülse	Sleeve	Antriebsvorrichtung-Einspritzpumpe	Injector Pump Drive Unit	Einspritzanlage	0	0	0	Tec Doc
4050	Hülse, Düsenhalter	Sleeve, nozzle holder	Gemischaufbereitung	Mixture Formation	Hülse	Sleeve	Düsenhalter	Injector Holder	Gemischaufbereitung sonstiges	0	0	0	Tec Doc
9270	Hülse, Ein-/Auspresswerkzeug-Satz	Sleeve, press-fit/extraction tool set	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Hülse	Sleeve	Ein-/Auspresswerkzeug-Satz	Press-fit/Extraction Tools	Werkzeuge sonstiges	0	0	0	Tec Doc
4084	Hülse, Halteband-Druckluftbehälter	Sleeve, compressed air tank strap	Druckluftanlage	Compressed-air System	Hülse	Sleeve	Halteband-Druckluftbehälter	Compressed Air Tank Strap	Druckluftanlage sonstiges	0	0	0	Tec Doc
2140	Hülse, Ölpumpenrotor	Sleeve, oil pump rotor	Schmierung	Lubrication	Hülse	Sleeve	Ölpumpenrotor	Oil Pump Rotor	Ölkreislauf	0	0	0	Tec Doc
1599	Hülse, Querlenkerlagerung	Sleeve, control arm mounting	Radaufhängung	Wheel Suspension	Hülse	Sleeve	Querlenkerlagerung	Control Arm Bearing	Fahrwerk sonstiges	0	0	0	Tec Doc
1663	Hülse, Stabilisatorlagerung	Sleeve, stabilizer bearing	Radaufhängung	Wheel Suspension	Hülse	Sleeve	Stabilisatorlagerung	Stabiliser Mounting	Fahrwerk sonstiges	0	0	0	Tec Doc
6661	Hülse, Steckschlüsseleinsatz (Radschraube)	Sleeve, socket (wheel bolt)	Spezialwerkzeug, Universal	Special Tools, universal	Hülse	Sleeve	Steckschlüsseleinsatz (Radschraube)	Socket Insert (Wheel Bolts)	Werkzeuge sonstiges	1	0	0	Tec Doc
11383	Hutmutter	Cap nut	NULL	NULL	Hutmutter	Cap nut	NULL	NULL	DIN / Normteile sonstiges	1	0	0	DVSE
6056	Hutmutter	Cap Nut	Normteile	Standard Parts	Mutter	Nut	Hutmuttern	Cap Nuts	DIN / Normteile sonstiges	1	0	0	Tec Doc
415	Hydraulikaggregat, Bremsanlage	Hydraulic Unit, braking system	Bremsanlage	Braking System	Hydraulikaggregat	Hydraulic Unit	NULL	NULL	Bremshydraulik	0	0	0	Tec Doc
7105	Hydraulikeinheit, Rangierheber	Hydraulic Unit, mobile jack	Werkstattausrüstung	Workshop Equipment	Hydraulikeinheit	Hydraulic Unit	Rangierheber	Mobile Jack	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
416	Hydraulikfilter, Automatikgetriebe	Hydraulic Filter, automatic transmission	Automatikgetriebe	Automatic Transmission	Filter	Filter	Hydrauliköl	Hydraulic Oil	Hydraulikfilter	0	0	0	Tec Doc
535	Hydraulikfilter, Bremsflüssigkeit	Hydraulic Filter, brake fluid	Bremsanlage	Braking System	Filter	Filter	Hydrauliköl	Hydraulic Oil	Hydraulikfilter	0	0	0	Tec Doc
534	Hydraulikfilter, Kupplung	Hydraulic Filter, clutch	Kupplung	Clutch	Filter	Filter	Hydrauliköl	Hydraulic Oil	Hydraulikfilter	0	0	0	Tec Doc
5039	Hydraulikfilter, Lamellenkupplung-Allradantrieb	Hydraulic Filter, all-wheel-drive coupling	Achsantrieb	Axle Drive	Hydraulikfilter	Hydraulic Filter	Lamellenkupplung-Allradantrieb	All-Wheel-Drive Coupling	Hydraulikfilter	0	0	0	Tec Doc
2642	Hydraulikfilter, Lenkung	Hydraulic Filter, steering system	Lenkung, Universal	Steering, universal	Filter	Filter	Hydrauliköl	Hydraulic Oil	Hydraulikfilter	1	0	0	Tec Doc
417	Hydraulikfilter, Lenkung	Hydraulic Filter, steering system	Lenkung	Steering	Filter	Filter	Hydrauliköl	Hydraulic Oil	Hydraulikfilter	0	0	0	Tec Doc
418	Hydraulikfilter, Niveauregulierung	Hydraulic Filter, leveling control	Federung/Dämpfung	Suspension/Damping	Filter	Filter	Niveauregulierung	Leveling Control	Hydraulikfilter	0	0	0	Tec Doc
3843	Hydraulikfiltersatz, Automatikgetriebe	Hydraulic Filter Set, automatic transmission	Automatikgetriebe	Automatic Transmission	Hydraulikfiltersatz	Hydraulic Filter Set	NULL	NULL	Hydraulikfilter	0	0	0	Tec Doc
1620	Hydrauliköl	Hydraulic Oil	Chemische Produkte	Chemical Products	Öl	Oil	Hydrauliköl	Hydraulic Oil	Getriebe & Hydrauliköle	1	0	1	Tec Doc
4811	Hydrauliköl, Verdecksystem	Hydraulic Oil, convertible top system	Karosserie	Body	Öl	Oil	Verdecksystem	Convertible Top System	Getriebe & Hydrauliköle	0	0	1	Tec Doc
3469	Hydrauliköladditiv	Hydraulic Oil Additive	Chemische Produkte	Chemical Products	Zusatzmittel	Additive	Hydrauliköl	Hydraulic Oil	Additive	1	0	1	Tec Doc
8156	Hydraulikpumpe	Hydraulic pump	Werkstattausrüstung	Workshop Equipment	Hydraulikpumpe	Hydraulic pump	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
1115	Hydraulikpumpe, Bremsanlage	Hydraulic Pump, braking system	Bremsanlage	Braking System	Pumpe	Pump	Bremshydraulik	Brake Hydraulics	Bremshydraulik	0	0	0	Tec Doc
2177	Hydraulikpumpe, Fahrdynamikregelung	Hydraulic Pump, driving-dynamics control	Fahrdynamikregelung	Driving Dynamics Control	Pumpe	Pump	NULL	NULL	Bremshydraulik	0	0	0	Tec Doc
12	Hydraulikpumpe, Lenkung	Hydraulic Pump, steering system	Lenkung	Steering	Pumpe	Pump	Hydraulik	Hydraulics	Lenkhelfpumpe	0	0	0	Tec Doc
1748	Hydraulikpumpe, Niveauregulierung	Hydraulic Pump, leveling control	Federung/Dämpfung	Suspension/Damping	Pumpe	Pump	Niveauregulierung	Leveling Control	Federung sonstiges	0	0	0	Tec Doc
677	Hydraulikschlauch, Lenkung	Hydraulic Hose, steering system	Lenkung	Steering	Schlauchleitung	Hose Line	Lenkhydraulik	Steering Hydraulics	Lenkungsteile sonstiges	0	0	0	Tec Doc
6996	Hydraulikzylinder, Abzieher-Spindel	Hydraulic Cylinder, puller spindle	Werkzeug, Universal	Tool, universal	Hydraulikzylinder	Hydraulic Cylinder	Abzieher-Spindel	Puller Spindle	Handwerkzeuge	1	0	0	Tec Doc
6992	Hydraulikzylinder, Kugelgelenkausdrücker	Hydraulic Cylinder, ball joint ejector	Werkzeug, Universal	Tool, universal	Hydraulikzylinder	Hydraulic Cylinder	Kugelgelenkausdrücker	Ball Joint Ejector	Handwerkzeuge	1	0	0	Tec Doc
7032	Hydraulikzylinder, Werkstattpresse	Hydraulic Cylinder, workshop press	Werkstattausrüstung	Workshop Equipment	Hydraulikzylinder	Hydraulic Cylinder	Werkstattpresse	Workshop Press	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7853	Hydraulikzylindersatz, Abzieher-Spindel	Hydraulic Cylinder Set, puller spindle	Werkzeug, Universal	Tool, universal	Hydraulikzylindersatz	Hydraulic Cylinder Set	Abzieher-Spindel	Puller Spindle	Handwerkzeuge	1	0	0	Tec Doc
9418	Hydraulischer-Abziehersatz, Bremsbackenbolzen	Hydraulic Puller Set, brake shoe pin	Werkzeug, Universal	Tool, universal	Hydraulischer-Abziehersatz	Hydraulic Puller Set	Bremsbackenbolzen	Brake Shoe Pin	Handwerkzeuge	1	0	0	Tec Doc
60077	Hygieneschutzfolie	Hygiene protection film	Zubehör	Accessories	Folie	Foil	Hygieneschutzfolie	Hygiene protection film	Werkstattaus-/einrichtung sonstiges	0	NULL	NULL	DVSE
60078	Hygieneschutzfolie	Hygiene protection film	Zubehör, Universal	Accessories, universal	Folie	Foil	Hygieneschutzfolie	Hygiene protection film	Werkstattaus-/einrichtung sonstiges	1	NULL	NULL	DVSE
5397	Hygrometer	Hygrometer	Werkstattausrüstung	Workshop Equipment	Messgerät	Measuring Device	Feuchtigkeit	Humidity	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
833	Impulsgeber, Kurbelwelle	Sensor, crankshaft pulse	Zündanlage	Ignition System	Sensor	Sensor	Kurbelwelle	Crankshaft	Sensoren sonstige	0	0	0	Tec Doc
2100	Impulsgeber, Schwungrad	Pulse Sensor, flywheel	Zündanlage	Ignition System	Sensor	Sensor	Schwungrad	Flywheel	Sensoren sonstige	0	0	0	Tec Doc
12305	Induktion-Heizkissen	Induction heating pad	Elektrowerkzeug-Zubehör	Elektrowerkzeug-Zubehör	Induktion-Heizkissen	Induktion-Heizkissen	NULL	NULL	Elektrowerkzeuge	1	0	0	DVSE
6493	Induktions-Heizpistole	Induction Heating Gun	Spezialwerkzeug, Universal	Special Tools, universal	Induktions-Heizpistole	Induction Heating Gun	NULL	NULL	Werkzeuge sonstiges	1	0	0	Tec Doc
6496	Induktions-Heizpistolen-Satz	Induction Heating Gun Set	Spezialwerkzeug, Universal	Special Tools, universal	Induktions-Heizpistolen-Satz	Induction Heating Gun Set	NULL	NULL	Werkzeuge sonstiges	1	0	0	Tec Doc
6495	Induktions-Kissen, Heizpistole	Induction Pads, hot gun	Spezialwerkzeug, Universal	Special Tools, universal	Induktions-Kissen	Induction Pads	Induktions-Heizpistole	Induction Heating Gun	Werkzeuge sonstiges	1	0	0	Tec Doc
6494	Induktions-Spule, Heizpistole	Induction Coil, hot gun	Spezialwerkzeug, Universal	Special Tools, universal	Induktions-Spule	Induction Coil	Induktions-Heizpistole	Induction Heating Gun	Werkzeuge sonstiges	1	0	0	Tec Doc
7196	Induktions-Spulensatz, Heizpistole	Induction Coil Set, heat gun	Spezialwerkzeug, Universal	Special Tools, universal	Induktions-Spulensatz	Induction Coil Set	Induktions-Heizpistole	Induction Heating Gun	Werkzeuge sonstiges	1	0	0	Tec Doc
19243	Industrieöl	Industrial oil	NULL	NULL	Industrieöl	Industrieöl	NULL	NULL	Öle sonstiges	1	0	1	DVSE
5955	Industriereiniger	Industrial Cleaner	Chemische Produkte	Chemical Products	Industriereiniger	Industrial Cleaner	NULL	NULL	Außen und Lack	1	1	1	Tec Doc
5511	Innen-/Außenabzieher	Internal/External Puller	Werkzeug, Universal	Tool, universal	Abzieher	Puller	Innen-/Außenabzieher	Internal/External Puller	Handwerkzeuge	1	0	0	Tec Doc
5508	Innenabzieher	Internal Puller	Werkzeug, Universal	Tool, universal	Abzieher	Puller	Innenabzieher	Internal Puller	Handwerkzeuge	1	0	0	Tec Doc
6670	Innenauszieher	Internal Extractor	Werkzeug, Universal	Tool, universal	Innenauszieher	Internal Extractor	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
6672	Innenausziehersatz	Internal Extractor Set	Werkzeug, Universal	Tool, universal	Innenausziehersatz	Internal Extractor Set	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
421	Innenkotflügel	Inner Wing Panel	Karosserie	Body	Kotflügel	Wing	Innenkotflügel	Inner Wing Panel	Radhaus	0	0	0	Tec Doc
300177	Innenraum Farbspray	Interior paint spray	NULL	NULL	Colorspray Interior	NULL	NULL	NULL	Lackfinish	1	1	1	K24
12499	Innenraum Reiniger	Car interior cleaner	NULL	NULL	Innenraum Reiniger	NULL	NULL	NULL	Innenraum	1	1	1	DVSE
2669	Innenraumgebläse	Interior Blower	Heizung/Lüftung	Heating/Ventilation	Gebläse	Fan	Innenraumluft	Interior Air	Innenraumgebläse	0	0	0	Tec Doc
4350	Innenraumgebläse	Interior Blower	Heizung/Lüftung, Universal	Heating/Ventilation, universal	Gebläse	Fan	Innenraumluft	Interior Air	Innenraumgebläse	1	0	0	Tec Doc
423	Innenraumleuchte	Interior Light	Beleuchtung	Lights	Leuchte	Light	Innenraumleuchte	Interior Light	Innenbeleuchtung	0	0	0	Tec Doc
2497	Innenraumleuchte	Interior Light	Beleuchtung, Universal	Lighting System, universal	Leuchte	Light	Innenraumleuchte	Interior Light	Innenbeleuchtung	1	0	0	Tec Doc
300103	Innenraumleuchte LED, Styling	Interior light LED, styling	Beleuchtung	Lights	Innenraumleuchte LED, Styling	NULL	Innenraumleuchte	Interior Light	Innenbeleuchtung	1	0	0	K24
8455	Innenraumreiniger, Ultraschallvernebler	Interior Cleaner, ultrasonic nebuliser	Chemische Produkte	Chemical Products	Reiniger	Cleaner	Ultraschallvernebler	Ultrasonic Nebuliser	Fahrzeugchemie sonstiges	1	0	1	Tec Doc
3862	Innenspiegel	Interior Mirror	Karosserie, Universal	Body Parts, universal	Spiegel	Mirror	Innen	Inside	Fahrzeugspiegel innen	1	0	0	Tec Doc
3861	Innenspiegel	Interior Mirror	Karosserie	Body	Spiegel	Mirror	Innen	Inside	Fahrzeugspiegel innen	0	0	0	Tec Doc
849	Innenspiegel	Interior Mirror	Fahrerhaus	Driver Cab	Spiegel	Mirror	Innen	Inside	Fahrzeugspiegel innen	0	0	0	Tec Doc
1897	Insektenentferner	Insect Remover	Chemische Produkte	Chemical Products	Reiniger	Cleaner	Insektenentferner	Insect Remover	Außen und Lack	1	1	1	Tec Doc
15313	Inspektionslampe	inspection light	Leuchten	Leuchten	Inspektionslampe	Inspektionslampe	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
300134	Instrumentenhalter	Instrument holder	Instrumente	Instruments	Instrumentenhalter	NULL	NULL	NULL	Innenausstattung	1	0	0	K24
300130	Instrumentenringe	Instrument rings	NULL	NULL	Instrumentenringe	NULL	NULL	NULL	Innenausstattung	1	0	0	K24
