Genart-Nr;Genart-DE;Genart-EN;Subcategory;Std-Desc;AssemblyGroup-DE;AssemblyGroup-EN;IsUniversalGenericArticle;IsDangerousGoods;IsHazardousSubstance
7919;Pressrahmen, universal;Pressing Frame, universal;Handwerkzeuge;Pressrahmen;Werkzeug, Universal;Tool, universal;1;0;0
8771;Pressrahmensatz;Press Frame Set;Werkzeuge sonstiges;Pressrahmensatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
11836;Primer;primer;Fahrzeugpflege sonstiges;Primer;NULL;NULL;0;1;1
10026;Primer;Primer;Fahrzeugpflege sonstiges;Primer;NULL;NULL;1;1;1
1839;Primer, Scheibenklebstoff;Primer, window adhesive;Kleben & Dichten;Primer;Chemische Produkte;Chemical Products;1;1;1
5536;Prismenfräser;V-Shaped Milling Cutter;Handwerkzeuge;Fräser;Werkzeug, Universal;Tool, universal;1;0;0
8838;Prismenplatte, Werkstattpresse;Prism Plate, workshop press;Werkzeuge sonstiges;Prismenplatte;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
2543;Profilblech;Profile Sheet;Reparaturbleche;Blech;Karosserie, Universal;Body Parts, universal;1;0;0
15279;Profildichtung, Fahrzeugdach;Profile gasket, vehicle roof;Dichtungen Karosserie;Profildichtung, Fahrzeugdach;Karosserie;Karosserie;0;0;0
6544;Profilrichtblock;Tread Aligning Block;Werkzeuge sonstiges;Profilrichtblock;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6196;Profil-Verbundzange;Punch Lock Riveters;Handwerkzeuge;Zange;Werkzeug, Universal;Tool, universal;1;0;0
5067;Programmier-/ Diagnosegerät, Reifendruck-Kontrollsystem;Programming/diagnostics Device, tyre pressure checking sys.;Werkstattaus-/einrichtung sonstiges;Programmier-/ Diagnosegerät;Werkstattgeräte;Workshop Devices;1;0;0
8434;Programmiergerät, Elektrosatz (Anhängevorrichtung);Programming Device, electric kit (tow bar);Werkstattaus-/einrichtung sonstiges;Programmiergerät;Werkstattausrüstung;Workshop Equipment;1;0;0
26057;Propan;Propan;Fahrzeugchemie sonstiges;Propan;Chemische Produkte;Chemical Products;1;0;1
2058;Proportionalventil;Proportional Valve;Druckluftanlage sonstiges;Ventil;Druckluftanlage;Compressed-air System;0;0;0
6743;Prospekthalter, Werkzeuglochtafel;Brochure Holder, tool pegboard;Werkstattaus-/einrichtung sonstiges;Prospekthalter;Werkstattausrüstung;Workshop Equipment;1;0;0
23301;Protektoren;Protectors;Arbeitsschutz, Bekleidung;Protektor;Bekleidung;Bekleidung;1;0;0
26879;ProVia Artikel;ProVia items;elektrische Bauteile sonstiges;ProVia Artikel;NULL;NULL;1;0;0
5070;Prüf-/ Messadapter, CAN Bus System;Test-/Measuring Adapter, CAN Bus System;Werkstattaus-/einrichtung sonstiges;Prüf-/ Messadapter;Werkstattgeräte;Workshop Devices;1;0;0
2557;Prüf-/Richtgerät, Kupplungsscheibe;Test/Set Unit, clutch plate;Prüf- und Testgeräte;Prüf-/Richtgerät;Werkzeug, Universal;Tool, universal;1;0;0
367;Prüfanschluss;Test Connection;Druckluftanlage sonstiges;Prüfanschluss;Druckluftanlage;Compressed-air System;0;0;0
3023;Prüfanschluss, Druckminderventil;Test Connection, pressure reduction valve;Druckluftanlage sonstiges;Prüfanschluss;Druckluftanlage;Compressed-air System;0;0;0
3024;Prüfanschluss, Luftfederbalg;Test Connection, air spring bellow;Luftfederung;Prüfanschluss;Druckluftanlage;Compressed-air System;0;0;0
3025;Prüfanschluss, Relaisventil;Test Connection, relay valve;Druckluftanlage sonstiges;Prüfanschluss;Druckluftanlage;Compressed-air System;0;0;0
2260;Prüfanschluss, Rohrleitungen;Test Connection, piping;DIN / Normteile sonstiges;Prüfanschluss;Normteile;Standard Parts;1;0;0
2081;Prüfgerät;Testing Unit;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
1475;Prüfgerät;Testing Unit;Prüf- und Testgeräte;Prüfgerät;NULL;NULL;0;0;0
5284;Prüfgerät, Abgasdruck;Tester, exhaust pressure;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
4889;Prüfgerät, Abgasturbolader;Testing Device, exhaust turbocharger;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2017;Prüfgerät, Achsgeometrie;Tester, axle geometry;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
3877;Prüfgerät, Anhängersteckdose;Testing Unit, towbar socket;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2022;Prüfgerät, Batterie;Tester, battery;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2327;Prüfgerät, Bremsanlage;Testing Unit, braking system;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2012;Prüfgerät, Bremsdruck;Tester, brake pressure;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2325;Prüfgerät, Bremsflüssigkeit;Testing Unit, brake fluid;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
7735;Prüfgerät, Common-Rail-Hochdruckpumpe;Test Device, common rail high pressure pump;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4509;Prüfgerät, Common-Rail-Injektor;Tester, common rail injector;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2020;Prüfgerät, Drehstromgeneratoren;Tester, alternator;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2003;Prüfgerät, Druck/Unterdruck;Tester, pressure / vacuum;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2004;Prüfgerät, Druckverlust;Tester, pressure loss;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
2026;Prüfgerät, Einspritzdüsen;Tester, injector nozzles;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
7912;Prüfgerät, Funkschlüssel;Test Device, radio keys;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
5287;Prüfgerät, Getriebeöl;Tester, transmission oil;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
3413;Prüfgerät, Glühkerze;Tester, glow plug;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
5285;Prüfgerät, Harnstoffeinspritzung;Tester, urea injection;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
2336;Prüfgerät, Hydraulik-/Pneumatik Druck;Testing Unit, hydraulic / pneumatic pressure;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
9561;Prüfgerät, Kältemittel;Tester, refrigerant;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
7376;Prüfgerät, Kettenflucht;Test Device, chain alignment;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeuge, Zweirad-Universal;Special Tools, motorcycle, universal;1;0;0
9513;Prüfgerät, Kompressor-Öl/Kältemittel;Tester, compressor oil/refrigerant;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
6853;Prüfgerät, Kraftstoffsystemdruck;Tester, fuel system pressure;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4508;Prüfgerät, Kraftstoffsystemdruck;Tester, fuel system pressure;Prüf- und Testgeräte;Prüfgerät;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
5289;Prüfgerät, Kraftstoffvorförderpumpe;Tester, fuel feed pump;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
1999;Prüfgerät, Lambdaregelung;Tester, lambda control;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
1997;Prüfgerät, Motor;Tester, engine;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
26036;Prüfgerät, Niederdruckkreislauf;tester, low pressure circuit;Prüf- und Testgeräte;Prüfgerät;Prüfgeräte;Prüfgeräte;1;0;0
6852;Prüfgerät, Öldruck;Tester, oil pressure;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
1996;Prüfgerät, Pneumatische Regeleinrichtungen;Tester, pneumatic governors;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
3636;Prüfgerät, Radsensor;Tester, wheel sensor;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
6467;Prüfgerät, Reifendruck;Tyre Pressure Tester;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6468;Prüfgerät, Reifendruck/ Profiltiefe;Tester, tyre pressure/tread depth;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7805;Prüfgerät, Relais;Test Device, relay;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
7806;Prüfgerät, Relaisbuchse;Test Device, relay socket;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
1434;Prüfgerät, Scheinwerfereinstellung;Tester, headlight aiming;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
6381;Prüfgerät, Schutzhandschuhe;Tester, protective gloves;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
3309;Prüfgerät, Sensorring;Test Unit, sensor ring;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
5183;Prüfgerät, Sicherung;Fuse Tester;Prüf- und Testgeräte;Prüfgerät;Werkzeug, Universal;Tool, universal;1;0;0
5411;Prüfgerät, Steuerdruck;Tester, control pressure;Prüf- und Testgeräte;Prüfgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
3310;Prüfgerät, Stoßdämpfer;Test Unit, shock absorber;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
8241;Prüfgerät, Tankdeckel;Test Unit, tank cover;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6850;Prüfgerät, Vergaser-Synchronisierung;Tester, carburettor synchronisation;Prüf- und Testgeräte;Prüfgerät;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
2646;Prüfgerät, Zahnriemenspannung;Test Unit, timing belt tension;Prüf- und Testgeräte;Prüfgerät;Werkzeug, Universal;Tool, universal;1;0;0
7813;Prüfgerät, Zigarettenanzünder;Test Device, cigarette lighter;Prüf- und Testgeräte;Prüfgerät;Werkzeug, Universal;Tool, universal;1;0;0
2000;Prüfgerät, Zündanlage;Tester, ignition system;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
4630;Prüfgerät, Zylinderkopf-Dichtigkeit;Test Unit, cylinder head leakage;Prüf- und Testgeräte;Prüfgerät;Werkstattgeräte;Workshop Devices;1;0;0
9280;Prüfgerätesatz, Kühlflüssigkeitsfluss (Wasserpumpe);Test Device Set, coolant flow (water pump);Prüf- und Testgeräte;Prüfgerätesatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
19143;Prüflampe;Test lamp;Handwerkzeuge;Prüflampe;NULL;NULL;1;0;0
2002;Prüflampe, Zündzeitpunkt;Timing Light;Prüf- und Testgeräte;Prüfleuchte;Werkstattgeräte;Workshop Devices;1;0;0
6158;Prüfplatte, Achs-/Gelenkspieltester;Test Plate, axle/joint play tester;Werkstattaus-/einrichtung sonstiges;Prüfplatte;Werkstattausrüstung;Workshop Equipment;1;0;0
3837;Prüfschirm, Prüfgerät-Scheinwerfereinstellung;Tester Shield, headlight settings control unit;Prüf- und Testgeräte;Prüfschirm;Werkstattgeräte;Workshop Devices;1;0;0
2083;Prüfschlauch, Druckluftanlage;Test Hose, compressed-air system;Druckluftanlage sonstiges;Schlauchleitung;Druckluftanlage;Compressed-air System;0;0;0
2333;Prüfset, Bremsscheibenschlagprüfung;Tester Set, brake disc runout check;Werkzeuge sonstiges;Erweiterungssatz;Werkstattgeräte;Workshop Devices;1;0;0
2328;Prüfset, hydraulische/pneumatische Druckprüfung;Tester Set, hydraulic / pneumatic pressure;Werkstattaus-/einrichtung sonstiges;Erweiterungssatz;Werkstattgeräte;Workshop Devices;1;0;0
5294;Prüfset, Kraftstoffidentifikation;Tester Set, fuel identification;Werkstattaus-/einrichtung sonstiges;Prüfset;Werkstattausrüstung;Workshop Equipment;1;0;0
4628;Prüfset, Kühlsystemdruck;Test Set, cooling system pressure;Werkstattaus-/einrichtung sonstiges;Prüfset;Werkstattgeräte;Workshop Devices;1;0;0
4435;Prüfset, Säure/Frostschutz;Test Set, acid/antifreeze;Zubehör Batterien;Prüfset;Werkzeug, Universal;Tool, universal;1;0;0
3823;Prüfset, Schwungrad;Testing Set, flywheel;Werkzeuge sonstiges;Prüfgerätesatz;Werkzeug, Universal;Tool, universal;1;0;0
2335;Prüfset, Siedepunktprüfung;Tester Set, brake fluid boiling point;Werkstattaus-/einrichtung sonstiges;Erweiterungssatz;Werkstattgeräte;Workshop Devices;1;0;0
6882;Prüfsortiment, Kraftstoff-Rücklaufmenge;Tester Range, fuel return quantity;Werkzeuge sonstiges;Prüfsortiment;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4639;Prüfspitze, Multimeter;Probe, multimeter;Werkstattaus-/einrichtung sonstiges;Prüfspitze;Werkstattausrüstung;Workshop Equipment;1;0;0
4638;Prüfspitze, Oszilloskop;Probe, oscilloscope;Druckluftwerkzeuge;Prüfspitze;Werkstattgeräte;Workshop Devices;1;0;0
5414;Prüfspitzensatz;Test Probe Set;Werkstattaus-/einrichtung sonstiges;Prüfspitzensatz;Werkstattausrüstung;Workshop Equipment;1;0;0
5998;Prüfspray, Rauchwarnmelder;Test Spray, smoke alarm;Werkstattaus-/einrichtung sonstiges;Prüfspray;Werkstattausrüstung;Workshop Equipment;1;1;1
2023;Prüfstand, Diesel-Einspritzpumpe;Test Bench, diesel injection pump;Werkstattaus-/einrichtung sonstiges;Prüfstand;Werkstattgeräte;Workshop Devices;1;0;0
2018;Prüfstand, Starter/Generator;Test Bench, starter/alternator;Werkstattaus-/einrichtung sonstiges;Prüfstand;Werkstattgeräte;Workshop Devices;1;0;0
2016;Prüfstraße;Inspection Lane;Werkstattaus-/einrichtung sonstiges;Prüfstraße;Werkstattgeräte;Workshop Devices;1;0;0
5846;Prüfwerkzeug, Bremsleitung;Test Tool, brake lines;Werkzeuge sonstiges;Prüfwerkzeug;Werkzeug, Universal;Tool, universal;1;0;0
7796;Prüf-Zündkerze;Test Spark Plug;Werkzeuge sonstiges;Prüf-Zündkerze;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6914;PTFE-Spray;PTFE spray;Fahrzeugchemie sonstiges;PTFE-Spray;Chemische Produkte;Chemical Products;1;1;1
3172;Puffer, Abrollkolben-Luftfederbalg;Buffer, air spring bellow roller piston;Luftfederung;Puffer;Federung/Dämpfung;Suspension/Damping;0;0;0
2734;Puffer, Bremskraftregler;Buffer, brake power regulator;Bremsenteile sonstiges;Puffer;Bremsanlage;Braking System;0;0;0
3062;Puffer, Federauge;Buffer, spring eye;Federung sonstiges;Puffer;Federung/Dämpfung;Suspension/Damping;0;0;0
3063;Puffer, Federblatt;Buffer, spring leaf;Federung sonstiges;Puffer;Federung/Dämpfung;Suspension/Damping;0;0;0
3064;Puffer, Federplatte;Buffer, spring plate;Federung sonstiges;Puffer;Federung/Dämpfung;Suspension/Damping;0;0;0
1708;Puffer, Motorhaube;Buffer, bonnet;Karosserie Montageteile;Puffer;Karosserie;Body;0;0;0
3513;Puffer, Ölwannenbefestigung;Buffer, oil sump mounting;Ölkreislauf;Puffer;Schmierung;Lubrication;0;0;0
3065;Puffer, Schwenkhebel;Buffer, control arm;Federung sonstiges;Puffer;Federung/Dämpfung;Suspension/Damping;0;0;0
1957;Pulldowndose, Vergaser;Pulldown Cell, carburettor;Vergaser;Unterdruckdose;Vergaser;Carburettor;0;0;0
1958;Pulldownmembran, Vergaser;Pulldown Diaphragm, carburettor;Vergaser;Membran;Vergaser;Carburettor;0;0;0
15822;Pullover;Pullover;Merchandising (kfzteile24);Pullover;Bekleidung;Bekleidung;1;0;0
8216;Pullover;Pullover;Merchandising (kfzteile24);Pullover;Schutzkleidung/-ausrüstung;Protective Clothing/Equipment;1;0;0
753;Pulsationsdämpfer, Kraftstoffförderanlage;Pulsation Damper, fuel supply system;Gemischaufbereitung sonstiges;Dämpfer;Kraftstoffförderanlage;Fuel Supply System;0;0;0
1476;Pumpe;Pump;Zubehör sonstiges;Pumpe;NULL;NULL;0;0;0
6619;Pumpe, Fördermodul (Harnstoffeinspritzung);Pump, delivery module (urea injection);Abgasanlage sontiges;Pumpe;Abgasanlage;Exhaust System;0;0;0
7776;Pumpe, Hydraulikaggregat (Ladebordwand);Pump, hydraulic power unit (tail lift);Karosserieteile sonstiges;Pumpe;Karosserie, Universal;Body Parts, universal;1;0;0
460;Pumpe, Kraftstoffvorförderung;Pump, fuel pre-supply;Gemischaufbereitung sonstiges;Pumpe;Kraftstoffförderanlage;Fuel Supply System;0;0;0
9505;Pumpe, Lamellenkupplung-Allradantrieb;Pump, all-wheel-drive coupling;Antrieb sonstiges;Pumpe;Achsantrieb;Axle Drive;0;0;0
7443;Pumpe, Werkstattpresse;Pump, workshop press;Werkstattaus-/einrichtung sonstiges;Pumpe;Werkstattausrüstung;Workshop Equipment;1;0;0
3930;Pumpe-Düse-Einheit;Pump and Nozzle Unit;Gemischaufbereitung sonstiges;Pumpe-Düse-Einheit;Gemischaufbereitung;Mixture Formation;0;0;0
16483;Pumpen, Diverse;Pumps, miscellaneous;Motorblock sonstiges;Pumpen, Diverse;NULL;NULL;0;0;0
9195;Pumpeneinheit, Druckluftsprühflasche;Pump Unit, compressed air spray bottle;Mittelkonsole;Pumpeneinheit;Werkzeug, Universal;Tool, universal;1;0;0
9768;Pumpenmontagesatz, Hauswasserwerk;Pump Mounting Set, domestic water pressure booster;Werkstattaus-/einrichtung sonstiges;Montagesatz;Werkstattausrüstung;Workshop Equipment;1;0;0
6297;Pumpensumpf, Einbauwanne (Stempel-Hebebühne);Pump Sump, installation cartridge (post lift);Werkstattaus-/einrichtung sonstiges;Pumpensumpf;Werkstattausrüstung;Workshop Equipment;1;0;0
1866;Pumpsprühflasche;Pump Spray Can;Werkzeugverbrauchsmaterial;Pumpsprühflasche;Verarbeitungsgeräte;Machining Equipment;1;0;0
7336;Pumpzerstäuber;Pump Dispenser;Handwerkzeuge;Pumpzerstäuber;Werkstattausrüstung;Workshop Equipment;1;0;0
8192;Punktstrahlgerät;Spot-Blasting Unit;Werkstattaus-/einrichtung sonstiges;Punktstrahlgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
8083;Putzhaken;Masonry Hook;Handwerkzeuge;Putzhaken;Bauwerkzeuge;Building Tools;1;0;0
8678;Putzkissen;Cleaning Pad;Werkstattaus-/einrichtung sonstiges;Putzkissen;Werkstattausrüstung;Workshop Equipment;1;0;0
8679;Putzlappen;Cleaning Rags;Werkstattaus-/einrichtung sonstiges;Putzlappen;Werkstattausrüstung;Workshop Equipment;1;0;0
8140;Putz-Papierrolle;Cleaning paper roll;Werkstattaus-/einrichtung sonstiges;Putz-Papierrolle;Werkstattausrüstung;Workshop Equipment;1;0;0
1828;PVC-Klebstoff;PVC Adhesive;Kleben & Dichten;Klebstoff;Chemische Produkte;Chemical Products;1;1;1
3228;Querlenkerabstützung;Support, control arm;Quer-/Dreieckslenker;Strebe;Radaufhängung;Wheel Suspension;0;0;0
5608;Querlochsenker;Slotted Countersink;Handwerkzeuge;Bohrer;Werkzeug, Universal;Tool, universal;1;0;0
11432;Querträger;Transverse bar;Querlenkerlager;Querträger;NULL;NULL;0;0;0
754;Querträger;Cross Member;Stoßfängerträger;Träger;Karosserie;Body;0;0;0
3166;Quetschverbinder;Squeeze Connector;Installationsmaterial;Verbindungselement;Elektrische Universalteile;Electric Universal Parts;1;0;0
2465;Quetschzange;Squeeze Pliers;Handwerkzeuge;Zange;Werkzeug, Universal;Tool, universal;1;0;0
5179;Quetschzangen-Set;Squeeze Pliers Set;Handwerkzeuge;Set;Werkzeug, Universal;Tool, universal;1;0;0
26025;Rad- / Reifenanhänger;tire / wheels tag;Werkstatt-Organisation;Rad-/Reifenanhänger (Werkstattorganisation);Werkstattorganisation;Werkstattorganisation;1;0;0
23290;Radabdeckung;Fender;Zubehör sonstiges;Radabdeckung;Karosserie;Body;0;0;0
23289;Radabdeckung;Fender;Zubehör sonstiges;Radabdeckung;NULL;NULL;1;0;0
15939;Radar/Laser-Detektions-System;Radar/laser detector;Car Hifi & Multimedia;Radar/Laser-Detektions-System;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;0;0
3104;Radaufhängung;Wheel Suspension;Fahrwerk sonstiges;Grafik;Radaufhängung;Wheel Suspension;0;0;0
1205;Radaufnahme, Fahrradhalter;Wheel Holder, bike rack;Fahrradträger;Radaufnahme;Transportvorrichtung;Carriers;0;0;0
15120;Radauswuchtmaschine;wheel balancer;Werkstattaus-/einrichtung sonstiges;Radauswuchtmaschine;Reifenservicegeräte;Reifenservicegeräte;1;0;0
4212;Radauswuchtmaschine;Wheel Balancing Machine;Werkstattaus-/einrichtung sonstiges;Radauswuchtmaschine;Werkstattgeräte;Workshop Devices;1;0;0
15133;Radblenden;Wheel covers;Radzierblenden;Radblenden;NULL;NULL;1;0;0
5694;Radbolzen;Wheel Stud;Radschraube/-mutter;Bolzen;Räder, Universal;Wheels, universal;1;0;0
657;Radbolzen;Wheel Stud;Radschraube/-mutter;Bolzen;Räder;Wheels;0;0;0
15418;Radbolzen;Wheel stud;Radschraube/-mutter;Radbolzen;NULL;NULL;1;0;0
11231;Radbolzen-Gruppe;Wheel bolt group;Handwerkzeuge;Radbolzen-Gruppe;NULL;NULL;0;0;0
11262;Radbolzenmutter;Wheel nut;Handwerkzeuge;Radbolzenmutter;NULL;NULL;1;0;0
3524;Radbremse;Wheel Brake;Bremsenteile sonstiges;Grafik;Bremsanlage;Braking System;0;0;0
277;Radbremszylinder;Wheel Brake Cylinder;Bremszylinder;Zylinder;Bremsanlage;Braking System;0;0;0
2176;Radbremszylindersatz;Wheel-brake Cylinder Kit;Bremszylinder;Zylindersatz;Bremsanlage;Braking System;0;0;0
11433;Radflansch;Wheel flange;Räder sonstiges;Radflansch;NULL;NULL;0;0;0
5191;Radgreifer;Wheel Grabber;Werkstattaus-/einrichtung sonstiges;Radgreifer;Werkstattausrüstung;Workshop Equipment;1;0;0
15175;Radgreif-Hebeanlage;wheel lift system;Werkstattaus-/einrichtung sonstiges;Radgreif-Hebeanlage mobil;Hebetechnik;Hebetechnik;1;0;0
755;Radhaus;Mudguard;Radhaus;Radhaus;Karosserie;Body;0;0;0
5201;Radheber;Wheel Jack;Werkstattaus-/einrichtung sonstiges;Radheber;Werkstattausrüstung;Workshop Equipment;1;0;0
15141;Radheber;wheel lifter;Werkstattaus-/einrichtung sonstiges;Radheber;Hebetechnik;Hebetechnik;1;0;0
6579;Radierteller;Cleaning Disc;Handwerkzeuge;Radierteller;Werkzeug, Universal;Tool, universal;1;0;0
7863;Radio;Radio;Werkstattaus-/einrichtung sonstiges;Radio;Werkstattausrüstung;Workshop Equipment;1;0;0
17623;Radio Antennenstecker Adapter aktiv;Radio Aerial adapter active;Car Hifi & Multimedia;Radio Antennenstecker;NULL;NULL;0;0;0
17622;Radio Antennenstecker Adapter passiv;Radio Aerial adapter passive;Car Hifi & Multimedia;Radio Antennenstecker Adapter passiv;NULL;NULL;0;0;0
17619;Radio Einbausatz KFZ spezifisch;Radio mounting kit car specific;Car Hifi & Multimedia;Radio Einbausatz;NULL;NULL;0;0;0
17621;Radio Interface Rückfahrwarner;Radio interface back-up warning;Car Hifi & Multimedia;Radio Interface;NULL;NULL;0;0;0
3094;Radio/CD-Wechsler-Kombination;Radio / CD Changer Combination;Car Hifi & Multimedia;Radio/CD-Wechsler-Kombination;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;0;0
2034;Radio/CD-Wechsler-Kombination;Radio / CD Changer Combination;Car Hifi & Multimedia;Radio/CD-Wechsler-Kombination;Kommunikations-/Informationssysteme;Communication / Information Systems;0;0;0
2036;Radio/Navigationssystem-Kombination;Radio / Navigation System Combination;Car Hifi & Multimedia;Radio/Navigationssystem-Kombination;Kommunikations-/Informationssysteme;Communication / Information Systems;0;0;0
2628;Radio/Navigationssystem-Kombination;Radio / Navigation System Combination;Car Hifi & Multimedia;Radio/Navigationssystem-Kombination;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;0;0
18942;Radioentriegelung;Radio removal tool;Car Hifi & Multimedia;Radioentriegelung;NULL;NULL;1;0;0
18965;Radioentriegelung;Unlocking device radio;Car Hifi & Multimedia;Radioentriegelung;NULL;NULL;0;0;0
2622;Radiostummschaltung, Einparkhilfe;Radio Mute Switch, parking assist;Einparkhilfe;Stummschaltung;Komfortsysteme, Universal;Comfort Systems, universal;1;0;0
1550;Radiostummschaltung, Einparkhilfe;Radio Mute Switch, parking assist;Einparkhilfe;Stummschaltung;Komfortsysteme;Comfort Systems;0;0;0
11213;Radkappe;Hub cap;Radzierblenden;Radkappe;NULL;NULL;0;0;0
11254;Radkappen-Gruppe;Wheel hub group;Radzierblenden;Radkappen-Gruppe;NULL;NULL;0;0;0
5222;Radklammer, Fahrwerkvermessung;Wheel Clamp, wheel alignment;Werkstattaus-/einrichtung sonstiges;Radklammer;Werkstattausrüstung;Workshop Equipment;1;0;0
7619;Radkralle;Wheel Clamp;Anhänger;Radkralle;Anhänger;Trailer;1;0;0
10048;Radkreuz;Lug wrench;Handwerkzeuge;Radkreuz;Werkzeug, Universal;Tool, universal;1;0;0
655;Radlager;Wheel Bearing;Radlager;Lager;Radaufhängung;Wheel Suspension;0;0;0
27010;Radlager;Wheel Bearing;NULL;Lager;Radaufhängung, Universal;Wheel Suspension, Universal;1;NULL;NULL
7692;Radlager, Anhänger;Wheel Bearing, trailer;Radlager;Lager;Anhänger;Trailer;1;0;0
654;Radlagersatz;Wheel Bearing Kit;Radlager;Lagersatz;Radaufhängung;Wheel Suspension;0;0;0
27009;Radlagersatz;Wheel Bearing Kit;NULL;Lagersatz;Radaufhängung, Universal;Wheel Suspension, Universal;1;NULL;NULL
7696;Radlagersatz, Anhänger;Wheel Bearing Set, trailer;Radlager;Lagersatz;Anhänger;Trailer;1;0;0
21759;Radlaufzierleisten;Wheel rim decorations;Zier-/Schutzleisten;Radlaufzierleisten;NULL;NULL;0;0;0
5696;Radmutter;Wheel Nut;Radschraube/-mutter;Mutter;Räder, Universal;Wheels, universal;1;0;0
658;Radmutter;Wheel Nut;Radschraube/-mutter;Mutter;Räder;Wheels;0;0;0
7224;Radmutternschlüssel;Wheel Nut Wrench;Handwerkzeuge;Radmutternschlüssel;Werkzeug, Universal;Tool, universal;1;0;0
20516;Radmutternschlüssel;Wheel nut wrench;Handwerkzeuge;Radmutternschlüssel;Werkzeuge Räder / Reifen;Werkzeuge Räder / Reifen;1;0;0
