EngineType;CarNr;CarMake;CarModel;K24-Kategorie;TD-Genart;TD-ArtNr;PDM-TD-ArtNr;TD-ArtBeschreibung;PDM-ArtID;K24-Nr;ImportVersionNo;Manufacturer:Link;Manufacturer:Link
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86230x;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86235jbx;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86235z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86243z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86245z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86435jb;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL59H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;EUROREPAR-1616431480;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4533
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH09B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH101F;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH113L;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH89H;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KRAFTAUTOMOTIVE-0805250;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3663
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KRAFTAUTOMOTIVE-0805515;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3663
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54080;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54182;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57186;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-BL54182;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-BL57162;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;MDR-GEN-17131;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;4113
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032518;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032522;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86230Lz;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86236jb;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86236x;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86435z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86445z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL01H1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;MAXGEAR-78-0010;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3219
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH102H;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH14S;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH88F;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54185;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472LL-SCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N499B-HCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N499LL;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032007;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032009;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032516;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86200Lz;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86200z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86443z;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL55H1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OMNICRAFT-2330606;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4603
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;EUROREPAR-1616431180;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4533
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KRAFTAUTOMOTIVE-0805500;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3663
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54180;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57162L;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472EL1-2SCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472EL-HCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;MDR-GEN-17218;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;4113
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032508;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472B-HCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N499-01B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N499EL;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N499EL1-2SCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;MDR-GEN-45348;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;4113
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032515;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032517;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;VALEO-032523;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;521
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86200x;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86243x;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;KLAXCARFRANCE-86245x;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3197
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL02H1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL12H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS-GL68H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;1003894
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;CHAMPION-CBH16B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;543
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54100;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54186;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54188;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57162;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;EUROREPAR-1648036080;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4533
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-54183;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57180;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57183;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;SPAHNGLUEHLAMPEN-57185;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;2257
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NEOLUX-N472-01B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3860
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488613000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193-01B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193CBI-HCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193CLC;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488612100;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488893000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL02H1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GECO-NT4001;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;5453
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GECO-NT7001;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;5453
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-480692100;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-483284000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-483394000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193NBS-01B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193SUP;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64210CBI-01B;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64210CBI-HCB;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64210CLC;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12342LLECOB1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12342PRC1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972LLECOS2;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972RGTS2;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972RVB1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972WVUB1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972WVUSM;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;PHILIPS-12972XV+B1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;648
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488813000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488814000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;AETOPLIGHT-39001;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;5263
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GECO-NT1001;NULL;Glühlampe, Hauptscheinwerfer;NULL;NULL;20210401;NULL;5453
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;NARVA-488614000;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;3428
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL01H1;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL12H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;AETOPLIGHT-39042;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;5263
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;OSRAM-64193CBI;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;646
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL11H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL15H5;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL59H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
Elektromotor;5754;PIAGGIO;PORTER Pritsche/Fahrgestell;Beleuchtung;Glühlampe, Hauptscheinwerfer;GAUSS1-GL68H4;NULL;Glühlampe, Fernscheinwerfer;NULL;NULL;20210401;NULL;4384
